# t_seconds latch value
16.814416727 C 00
16.814628364 A 0F
16.814637091 B 2F
16.829771636 C 00
16.829983273 A 0F
16.829992000 B 2F
16.847195636 C 00
16.847407273 A 0F
16.847416000 B 2F
16.862544364 C 00
16.862756000 A 0F
16.862764727 B 2F
16.879952727 C 00
16.880164364 A 0F
16.880173091 B 2F
16.895307636 C 00
16.895519273 A 0F
16.895528000 B 2F
16.912885091 C 00
16.913096727 A 0F
16.913105455 B 2F
16.928070909 C 00
16.928282545 A 0F
16.928291273 B 2F
16.945490909 C 00
16.945702545 A 0F
16.945711273 B 2F
16.960845818 C 00
16.961057455 A 0F
16.961066182 B 2F
16.978275636 C 00
16.978487273 A 0F
16.978496000 B 2F
16.993633091 C 00
16.993844727 A 0F
16.993853455 B 2F
17.011024000 C 00
17.011235636 A 0F
17.011244364 B 2F
17.026357818 C 00
17.026569455 A 0F
17.026578182 B 2F
17.043996364 C 00
17.044208000 A 0F
17.044216727 B 2F
17.059104000 C 00
17.059315636 A 0F
17.059324364 B 2F
17.076561091 C 00
17.076772727 A 0F
17.076781455 B 2F
17.091916000 C 00
17.092127636 A 0F
17.092136364 B 2F
17.109340000 C 00
17.109551636 A 0F
17.109560364 B 2F
17.124688727 C 00
17.124900364 A 0F
17.124909091 B 2F
17.142094182 C 00
17.142305818 A 0F
17.142314545 B 2F
17.157449091 C 00
17.157660727 A 0F
17.157669455 B 2F
17.175020727 C 00
17.175232364 A 0F
17.175241091 B 2F
17.190215273 C 00
17.190426909 A 0F
17.190435636 B 2F
17.207612000 C 00
17.207823636 A 0F
17.207832364 B 2F
17.222966909 C 00
17.223178545 A 0F
17.223187273 B 2F
17.240390909 C 00
17.240602545 A 0F
17.240611273 B 2F
17.255757091 C 00
17.255968727 A 0F
17.255977455 B 2F
17.273153818 C 00
17.273365455 A 0F
17.273374182 B 2F
17.288508727 C 00
17.288720364 A 0F
17.288729091 B 2F
17.306429455 C 00
17.306641091 A 0F
17.306649818 B 2F
17.321733818 C 00
17.321945455 A 0F
17.321954182 B 2F
17.338504727 C 00
17.338716364 A 04
17.338725091 B 2F
17.353935273 C 00
17.354146909 A 02
17.354155636 B 2F
17.371168364 C 00
17.371380000 A 00
17.371388727 B 2F
17.386714909 C 00
17.386926545 A 07
17.386935273 B 2F
17.403967273 C 00
17.404178909 A 05
17.404187636 B 2F
17.419467636 C 00
17.419679273 A 03
17.419688000 B 2F
17.436888727 C 00
17.437100364 A 01
17.437109091 B 2F
17.452321455 C 00
17.452533091 A 08
17.452541818 B 2F
17.469621818 C 00
17.469833455 A 06
17.469842182 B 2F
17.485168000 C 00
17.485379636 A 04
17.485388364 B 2F
17.502400364 C 00
17.502612000 A 02
17.502620727 B 2F
17.517952000 C 00
17.518163636 A 09
17.518172364 B 2F
17.535160000 C 00
17.535371636 A 07
17.535380364 B 2F
17.550656727 C 00
17.550868364 A 05
17.550877091 B 2F
17.568098909 C 00
17.568310545 A 03
17.568319273 B 2F
17.583435636 C 00
17.583647273 A 0A
17.583656000 B 2C
17.600760000 C 00
17.600971636 A 08
17.600980364 B 2C
17.616196000 C 00
17.616407636 A 06
17.616416364 B 28
17.633634182 C 00
17.633845818 A 04
17.633854545 B 28
17.648976727 C 00
17.649188364 A 0B
17.649197091 B 2C
17.666266545 C 00
17.666478182 A 09
17.666486909 B 2C
17.681688000 C 00
17.681899636 A 07
17.681908364 B 28
17.699403273 C 00
17.699614909 A 05
17.699623636 B 28
17.714486909 C 00
17.714698545 A 0C
17.714707273 B 2C
17.731846182 C 00
17.732057818 A 0A
17.732066545 B 2C
17.747242545 C 00
17.747454182 A 08
17.747462909 B 28
17.764782545 C 00
17.764994182 A 06
17.765002909 B 28
17.780036000 C 00
17.780247636 A 0D
17.780256364 B 2C
17.797410909 C 00
17.797622545 A 0B
17.797631273 B 2C
17.812760000 C 00
17.812971636 A 09
17.812980364 B 28
17.830380727 C 00
17.830592364 A 07
17.830601091 B 28
17.845512364 C 00
17.845724000 A 0F
17.845732727 B 2C
17.862961091 C 00
17.863172727 A 0F
17.863181455 B 2C
17.878313818 C 00
17.878902182 A 0F
17.878910909 B 28
17.895826182 C 00
17.896044000 A 0F
17.896052727 B 28
17.911094545 C 00
17.911306182 A 0F
17.911314909 B 2C
17.928468727 C 00
17.928680364 A 0F
17.928689091 B 2C
17.943677818 C 00
17.943889455 A 0F
17.943898182 B 28
17.961433818 C 00
17.961645455 A 0F
17.961654182 B 28
17.976447636 C 00
17.976659273 A 0F
17.976668000 B 2C
17.994145091 C 00
17.994356727 A 0F
17.994365455 B 2C
18.009214545 C 00
18.009426182 A 0F
18.009434909 B 28
18.026906545 C 00
18.027118182 A 0F
18.027126909 B 28
18.041999636 C 00
18.042211273 A 0F
18.042220000 B 1C
18.059516364 C 00
18.059728000 A 0F
18.059736727 B 1C
18.074942545 C 00
18.075154182 A 0F
18.075162909 B 18
18.092388364 C 00
18.092600000 A 0F
18.092608727 B 18
18.107715273 C 00
18.107926909 A 0F
18.107935636 B 1C
18.125117818 C 00
18.125329455 A 0F
18.125338182 B 1C
18.140474182 C 00
18.140685818 A 0F
18.140694545 B 18
18.157990909 C 00
18.158202545 A 0F
18.158211273 B 18
18.173253818 C 00
18.173465455 A 0F
18.173474182 B 1C
18.190529818 C 00
18.190741455 A 0F
18.190750182 B 1C
18.205987273 C 00
18.206198909 A 0F
18.206207636 B 18
18.223408364 C 00
18.223620000 A 0F
18.223628727 B 18
18.238744364 C 00
18.238956000 A 0F
18.238964727 B 1C
18.255992000 C 00
18.256203636 A 0F
18.256212364 B 1C
18.271549091 C 00
18.271760727 A 0F
18.271769455 B 18
18.288881818 C 00
18.289093455 A 0F
18.289102182 B 18
18.304352000 C 00
18.304563636 A 0F
18.304572364 B 1C
18.321504000 C 00
18.321715636 A 0F
18.321724364 B 2C
18.337087273 C 00
18.337298909 A 0F
18.337307636 B 28
18.354495273 C 00
18.354706909 A 0F
18.354715636 B 28
18.369865818 C 00
18.370077455 A 0F
18.370086182 B 2C
18.387024364 C 00
18.387236000 A 0F
18.387244727 B 2C
18.402625091 C 00
18.402836727 A 0F
18.402845455 B 28
18.419900727 C 00
18.420112364 A 0F
18.420121091 B 28
18.435419636 C 00
18.435631273 A 0F
18.435640000 B 2C
18.452543636 C 00
18.452755273 A 0F
18.452764000 B 2C
18.468167636 C 00
18.468379273 A 0F
18.468388000 B 28
18.485674909 C 00
18.485886545 A 0F
18.485895273 B 28
18.500937818 C 00
18.501149455 A 0F
18.501158182 B 2C
18.518454909 C 00
18.518666545 A 0F
18.518675273 B 2C
18.533703636 C 00
18.533915273 A 0F
18.533924000 B 28
18.551125455 C 00
18.551337091 A 0F
18.551345818 B 28
18.566493455 C 00
18.566705091 A 0F
18.566713818 B 1C
18.583982909 C 00
18.584194545 A 0F
18.584203273 B 1C
18.599420727 C 00
18.599632364 A 0F
18.599641091 B 18
18.616925091 C 00
18.617136727 A 0F
18.617145455 B 18
18.632154909 C 00
18.632366545 A 0F
18.632375273 B 14
18.649653818 C 00
18.649865455 A 0F
18.649874182 B 14
18.664973818 C 00
18.665185455 A 0F
18.665194182 B 10
18.682408364 C 00
18.682620000 A 0F
18.682628727 B 10
18.697745091 C 00
18.697956727 A 0F
18.697965455 B 16
18.715154545 C 00
18.715366182 A 0F
18.715374909 B 17
18.730509091 C 00
18.730720727 A 0F
18.730729455 B 18
18.748065818 C 00
18.748277455 A 0F
18.748286182 B 19
18.763268727 C 00
18.763480364 A 0F
18.763489091 B 1A
18.780750545 C 00
18.780962182 A 0F
18.780970909 B 1B
18.796044000 C 00
18.796255636 A 0F
18.796264364 B 1C
18.813542182 C 00
18.813753818 A 0F
18.813762545 B 1D
18.828841818 C 00
18.829053455 A 0F
18.829062182 B 1E
18.846297455 C 00
18.846509091 A 0F
18.846517818 B 2F
18.861582545 C 00
18.861794182 A 0F
18.861802909 B 2F
18.879142182 C 00
18.879353818 A 0F
18.879362545 B 2F
18.894354182 C 00
18.894565818 A 0F
18.894574545 B 2F
18.911896727 C 00
18.912108364 A 0F
18.912117091 B 2F
18.927120727 C 00
18.927332364 A 0F
18.927341091 B 2F
18.944650545 C 00
18.944862182 A 0F
18.944870909 B 2F
18.959900364 C 00
18.960112000 A 0F
18.960120727 B 2F
18.977431636 C 00
18.977643273 A 0F
18.977652000 B 2F
18.992773818 C 00
18.992985455 A 0F
18.992994182 B 2F
19.010100000 C 00
19.010311636 A 0F
19.010320364 B 2F
19.025382182 C 00
19.025593818 A 0F
19.025602545 B 2F
19.043023636 C 00
19.043235273 A 0F
19.043244000 B 2F
19.058473818 C 00
19.058685455 A 0F
19.058694182 B 2F
19.075369091 C 00
19.075580727 A 0F
19.075589455 B 2F
19.090979636 C 00
19.091191273 A 0F
19.091200000 B 1F
19.108368000 C 00
19.108579636 A 0F
19.108588364 B 1F
19.124235273 C 00
19.124446909 A 0F
19.124455636 B 10
19.141023273 C 00
19.141234909 A 0F
19.141243636 B 11
19.156687273 C 00
19.156898909 A 0F
19.156907636 B 12
19.173888364 C 00
19.174100000 A 0F
19.174108727 B 13
19.189867636 C 00
19.190079273 A 0F
19.190088000 B 14
19.206400000 C 00
19.206611636 A 0F
19.206620364 B 15
19.222220000 C 00
19.222431636 A 0F
19.222440364 B 16
19.239161091 C 00
19.239372727 A 0F
19.239381455 B 17
19.255402182 C 00
19.255613818 A 0F
19.255622545 B 18
19.271973091 C 00
19.272184727 A 0F
19.272193455 B 19
19.287740727 C 00
19.287952364 A 0F
19.287961091 B 1A
19.304731273 C 00
19.304942909 A 0F
19.304951636 B 1B
19.320937455 C 00
19.321149091 A 0F
19.321157818 B 1C
19.337478545 C 00
19.337690182 A 0F
19.337698909 B 1D
19.353310182 C 00
19.353521818 A 0F
19.353530545 B 1E
19.370236727 C 00
19.370448364 A 0F
19.370457091 B 2F
19.386450909 C 00
19.386662545 A 0F
19.386671273 B 2F
19.403082909 C 00
19.403294545 A 0F
19.403303273 B 2F
19.418775273 C 00
19.418986909 A 0F
19.418995636 B 2F
19.435802909 C 00
19.436014545 A 0F
19.436023273 B 2F
19.452012000 C 00
19.452223636 A 0F
19.452232364 B 2F
19.468585091 C 00
19.468796727 A 0F
19.468805455 B 2F
19.484396364 C 00
19.484608000 A 0F
19.484616727 B 2F
19.501305455 C 00
19.501517091 A 0F
19.501525818 B 2F
19.517410182 C 00
19.517621818 A 0F
19.517630545 B 2F
19.534137818 C 00
19.534349455 A 0F
19.534358182 B 2F
19.549882182 C 00
19.550093818 A 0F
19.550102545 B 2F
19.567083273 C 00
19.567294909 A 0F
19.567303636 B 2F
19.582804364 C 00
19.583016000 A 0F
19.583024727 B 2F
19.599630909 C 00
19.599842545 A 0F
19.599851273 B 2F
19.615445091 C 00
19.615656727 A 0F
19.615665455 B 1F
19.632670545 C 00
19.632882182 A 0F
19.632890909 B 1F
19.648535273 C 00
19.648746909 A 0F
19.648755636 B 10
19.665315273 C 00
19.665526909 A 0F
19.665535636 B 11
19.681168364 C 00
19.681380000 A 0F
19.681388727 B 12
19.698121455 C 00
19.698333091 A 0F
19.698341818 B 13
19.713942909 C 00
19.714154545 A 0F
19.714163273 B 14
19.730902545 C 00
19.731114182 A 0F
19.731122909 B 15
19.746678909 C 00
19.746890545 A 0F
19.746899273 B 16
19.763535273 C 00
19.763746909 A 0F
19.763755636 B 17
19.779258545 C 00
19.779470182 A 0F
19.779478909 B 18
19.796309455 C 00
19.796521091 A 0F
19.796529818 B 19
19.812022545 C 00
19.812234182 A 0F
19.812242909 B 1A
19.829000727 C 00
19.829212364 A 0F
19.829221091 B 1B
19.844814909 C 00
19.845026545 A 0F
19.845035273 B 1C
19.861786909 C 00
19.861998545 A 0F
19.862007273 B 1D
19.877630545 C 00
19.877842182 A 0F
19.877850909 B 1E
19.894561818 C 00
19.894773455 A 0F
19.894782182 B 20
19.910361455 C 00
19.910573091 A 0F
19.910581818 B 20
19.927347636 C 00
19.927559273 A 0F
19.927568000 B 26
19.943109091 C 00
19.943320727 A 0F
19.943329455 B 26
19.960072727 C 00
19.960284364 A 0F
19.960293091 B 26
19.975898545 C 00
19.976110182 A 0F
19.976118909 B 26
19.992864000 C 00
19.993075636 A 0F
19.993084364 B 24
